PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
17629192,[Establishment of malodor model and its effects on identifying the halitosis-related bacteria],"Hu Y, Hu DY, Zheng LL, Lin JH.",Hua Xi Kou Qiang Yi Xue Za Zhi. 2007 Jun,,,,,,,
21256786,[Prevention of mechanical ventilator-associated pneumonia: a comparison of two different oral hygiene methods],"Roca Biosca A, Anguera Saperas L, García Grau N, Rubio Rico L, Velasco Guillén MC.",Enferm Intensiva. 2011 Jul-Sep,,,,,,,
33528988,Highly Sensitive and Selective NiO/WO(3) Composite Nanoparticles in Detecting H(2)S Biomarker of Halitosis,"Feng D, Du L, Xing X, Wang C, Chen J, Zhu Z, Tian Y, Yang D.",ACS Sens. 2021 Mar 26,,,,,,,
33276115,"Treatment of halitosis with photodynamic therapy in older adults with complete dentures: A randomized, controlled, clinical trial","Llanos do Vale K, Ratto Tempestini Horliana AC, Romero Dos Santos S, Oppido Schalch T, Melo de Ana A, Agnelli Mesquita Ferrari R, Kalil Bussadori S, Porta Santos Fernandes K.",Photodiagnosis Photodyn Ther. 2021 Mar,,,,,,,
19543652,[Osteonecrosis of the jaw secondary to oral alendronate: Report of three cases],"Bocanegra-Pérez S, Vicente-Barrero M, Sosa-Henríquez M, Gebaguer Blanco A, Knezevic M, Castellano-Navarro JM.",Rev Med Chil. 2009 Feb,,,,,,,
31957980,Rapid and accurate determination of trace volatile sulfur compounds in human halitosis by an adaptable active sampling system coupling with gas chromatography,"Xu Y, Yu Z, Chen X, Zhou Y, Zhou K, Zhang Z, Li G.",J Sep Sci. 2020 May,,,,,,,
25683242,"Primary and secondary prevention of periodontal and peri-implant diseases: Introduction to, and objectives of the 11th European Workshop on Periodontology consensus conference","Tonetti MS, Chapple IL, Jepsen S, Sanz M.",J Clin Periodontol. 2015 Apr,,,,,,,
20010729,Patients' knowledge and views about the effects of smoking on their mouths and the involvement of their dentists in smoking cessation activities,"Terrades M, Coulter WA, Clarke H, Mullally BH, Stevenson M.",Br Dent J. 2009 Dec 12,,,,,,,
7750856,[Bad breath: diagnosis and management],Rosenberg M.,Harefuah. 1995 Apr 16,,,,,,,
24556493,"Lactobacillus salivarius WB21--containing tablets for the treatment of oral malodor: a double-blind, randomized, placebo-controlled crossover trial","Suzuki N, Yoneda M, Tanabe K, Fujimoto A, Iha K, Seno K, Yamada K, Iwamoto T, Masuo Y, Hirofuji T.",Oral Surg Oral Med Oral Pathol Oral Radiol. 2014 Apr,,,,,,,
16515675,Oral health-related quality of life and periodontal status,"Ng SK, Leung WK.",Community Dent Oral Epidemiol. 2006 Apr,,,,,,,
25682952,Treatment of oral malodour. Medium-term efficacy of mechanical and/or chemical agents: a systematic review,"Slot DE, De Geest S, van der Weijden FA, Quirynen M.",J Clin Periodontol. 2015 Apr,,,,,,,
10518867,The effects of dentifrice systems on oral malodor,"Brunette DM, Proskin HM, Nelson BJ.",J Clin Dent. 1998,,,,,,,
38826589,Noma in the WHO's list of neglected tropical diseases: A review of its impact on undeveloped and developing tropical regions,"Verma A, Zaheer A, Ahsan A, Anand A, Abu Serhan H, Nazli Khatib M, Syed Zahiruddin Q, Gaidhane AM, Kukreti N, Rustagi S, Satapathy P, Sharma D, Arora M, Kumar Sharma R.",Prev Med Rep. 2024 May 15,,,,,,,
30589000,"An open-label, interventional, single-center, prospective clinical study to evaluate the efficacy and safety of ""AHPL/AYTAB/1514"" in patients suffering from halitosis","Chunawala YK, Nipanikar S, Morawala AK, Talathi RD, Shaikh S, Upasani SA, Kumbhar VS.",Indian J Dent Res. 2018 Nov-Dec,,,,,,,
21504624,"A new portable monitor for measuring odorous compounds in oral, exhaled and nasal air","Tamaki N, Kasuyama K, Esaki M, Toshikawa T, Honda S, Ekuni D, Tomofuji T, Morita M.",BMC Oral Health. 2011 Apr 20,,,,,,,
24871485,"Association between the organoleptic scores, oral condition and salivary β-galactosidases in children affected by halitosis","Petrini M, Costacurta M, Ferrante M, Trentini P, Docimo R, Spoto G.",Int J Dent Hyg. 2014 Aug,,,,,,,
24488286,The role of dentists as a stop-gap in the initial management of patients with delusional halitosis,"Akpata O, Omoregie OF, Ibhawoh LO.",West Afr J Med. 2013 Oct-Dec,,,,,,,
38289043,Interspecies metabolite transfer fuels the methionine metabolism of Fusobacterium nucleatum to stimulate volatile methyl mercaptan production,"Hara T, Sakanaka A, Lamont RJ, Amano A, Kuboniwa M.",mSystems. 2024 Feb 20,,,,,,,
31130123,[Is there any relation between type 1 halitosis and oral candida colonisation?],"Aydın M, Derici MÇ, Ünal Y, Yeler D, Demir Yİ.",Mikrobiyol Bul. 2019 Apr,,,,,,,
37056747,Beneficial modulation of human health in the oral cavity and beyond using bacteriocin-like inhibitory substance-producing streptococcal probiotics,"Tagg JR, Harold LK, Jain R, Hale JDF.",Front Microbiol. 2023 Mar 28,,,,,,,
15208753,Fetor ex ore--a rare presenting symptom of a complete second branchial fistula,"Józsa T, Cserni T, Szikszay E, Csízy I, Oláh E.",Clin Pediatr (Phila). 2004 Jun,,,,,,,
21762159,"Benefits of a silica-based fluoride toothpaste containing o-cymen-5-ol, zinc chloride and sodium fluoride","Newby CS, Rowland JL, Lynch RJ, Bradshaw DJ, Whitworth D, Bosma ML.",Int Dent J. 2011 Aug,,,,,,,
15044506,Clinical assessment of oral malodor by the electronic nose system,"Tanaka M, Anguri H, Nonaka A, Kataoka K, Nagata H, Kita J, Shizukuishi S.",J Dent Res. 2004 Apr,,,,,,,
10740528,Tongue cleaning: a necessary part of the oral hygiene regimen,"Thakur H, Stanhope B.",J Mass Dent Soc. 1999 Summer,,,,,,,
37905279,Comparative Evaluation of Cleaning Efficacy of Interdental Brush and Interdental Floss in Orthodontics Patients From Vidarbha Region: An Interventional Study,"Umalkar YN, Jadhav VV, Paul P, Saoji KP.",Cureus. 2023 Sep 29,,,,,,,
26478974,Antimicrobial effectiveness of cetylpyridinium chloride and zinc chloride-containing mouthrinses on bacteria of halitosis and peri-implant disease,"Kang JH, Jang YJ, Kim DJ, Park JW.",Int J Oral Maxillofac Implants. 2015 Nov-Dec,,,,,,,
37493204,"Lactobacillus paracasei ET-22 and derived postbiotics reduce halitosis and modulate oral microbiome dysregulation - a randomized, double-blind placebo-controlled clinical trial","Wuri G, Liu F, Sun Z, Fang B, Zhao W, Hung WL, Liu WH, Zhang X, Wang R, Wu F, Zhao L, Zhang M.",Food Funct. 2023 Aug 14,,,,,,,
17722433,Effect of tongue cleansing on morning oral malodour in periodontally healthy individuals,"Haas AN, Silveira EM, Rösing CK.",Oral Health Prev Dent. 2007,,,,,,,
29072214,Self-perception of patients after periodontal treatment: A longitudinal study,"Stadler AF, Romagna R, Rossi V, Costa DM, Gomes SC.",Indian J Dent Res. 2017 Sep-Oct,,,,,,,
24125195,Prevalence and imaging characteristics of detectable tonsilloliths on 482 pairs of consecutive CT and panoramic radiographs,"Oda M, Kito S, Tanaka T, Nishida I, Awano S, Fujita Y, Saeki K, Matsumoto-Takeda S, Wakasugi-Sato N, Habu M, Kokuryo S, Kodama M, Kaneuji T, Yoshiga D, Miyamoto I, Nishimura S, Yamashita Y, Maki K, Tominaga K, Yoshioka I, Ansai T, Morimoto Y.",BMC Oral Health. 2013 Oct 14,,,,,,,
25327222,Antimicrobial effect of lemongrass oil against oral malodour micro-organisms and the pilot study of safety and efficacy of lemongrass mouthrinse on oral malodour,"Satthanakul P, Taweechaisupapong S, Paphangkorakit J, Pesee M, Timabut P, Khunkitti W.",J Appl Microbiol. 2015 Jan,,,,,,,
23708881,Preoperative peritonsillar infiltration of dexamethasone and levobupivacaine reduces pediatric post-tonsillectomy pain: a double-blind prospective randomized clinical trial,"Basuni AS, Ezz HA, Albirmawy OA.",J Anesth. 2013 Dec,,,,,,,
7016464,Olfactory diagnosis,Lockman DS.,Cutis. 1981 Jun,,,,,,,
22355729,Discrimination of the oral microbiota associated with high hydrogen sulfide and methyl mercaptan production,"Takeshita T, Suzuki N, Nakano Y, Yasui M, Yoneda M, Shimazaki Y, Hirofuji T, Yamashita Y.",Sci Rep. 2012,,,,,,,
23059567,Using a portable sulfide monitor as a motivational tool: a clinical study,"Uppal RS, Malhotra R, Grover V, Grover D.",Indian J Dent Res. 2012 May-Jun,,,,,,,
7856446,Tornwaldt's disease,"Miyahara H, Matsunaga T.",Acta Otolaryngol Suppl. 1994,,,,,,,
20711145,Use of Bichat's buccal fat pad for the sealing of orosinusal communications. A presentation of 8 cases,"Abad-Gallegos M, Figueiredo R, Rodríguez-Baeza A, Gay-Escoda C.",Med Oral Patol Oral Cir Bucal. 2011 Mar 1,,,,,,,
11296387,[Lung cancer metastasis to the gingiva],"Watanabe M, Yasuda K, Tomita K, Kato K, Sako T, Sano H, Yamasaki A, Hitsuda Y, Shimizu E.",Nihon Kokyuki Gakkai Zasshi. 2001 Jan,,,,,,,
5288091,Halitosis,Everett FG.,J Oreg Dent Assoc. 1971 Dec,,,,,,,
11191619,Dental dysplasia and oligodontia in a thoroughbred colt,"Ramzan PH, Dixont PM, Kempson SA, Rossdale PD.",Equine Vet J. 2001 Jan,,,,,,,
28193474,A new mouthwash with low concentrations of chlorhexidine seems to reduce intraoral halitosis and volatile sulfur compounds in patients after 12 hours of use,Brignardello-Petersen R.,J Am Dent Assoc. 2017 Apr,,,,,,,
31924413,Differences in self-reported symptoms in patients with chronic odontogenic and non-odontogenic rhinosinusitis,"Oreški I, Gregurić T, Gulin P, Prica Oreški N, Brajdić D, Vagić D.",Am J Otolaryngol. 2020 Mar-Apr,,,,,,,
29197439,Halitosis Assessment and Changes in Volatile Sulfur Compounds After Chewing Gum: A Study Performed on Dentistry Students,"Schemel-Suárez M, Chimenos-Küstner E, Estrugo-Devesa A, Jané-Salas E, López-López J.",J Evid Based Dent Pract. 2017 Dec,,,,,,,
25148637,Thornwaldt cysts,"Righi S, Boffano P, Pateras D, Malvè L, Chiodo D, Boson M.",J Craniofac Surg. 2014 Sep,,,,,,,
38133269,The Clinical Significance of Tonsillar Actinomyces in Histopathological Samples after Tonsillectomy,"Zięba N, Miśkiewicz-Orczyk K, Misiołek M, Ścierski W.",Pathogens. 2023 Nov 24,,,,,,,
38730978,Oral Health-Related Quality of Life in a Paediatric Population in the Dominican Republic,"Ribas-Perez D, Muñoz-Viveros C, Formoso-Veloso AL, Carrillo-Sanchez FJ, El Khoury-Moreno L, Torrejon-Martinez J, Castaño-Seiquer A.",J Clin Med. 2024 Apr 23,,,,,,,
297682,[Physiology and histology of the salivary glands. Laboratory examination of the glands. Properties of saliva],"Zachariadis N, Xupoluta A, Skodra C.",Hell Stomatol Chron. 1977 Jul-Aug,,,,,,,
38266272,Characteristics of extra-oral halitosis induced by functional constipation: a prospective cohort study,Qian XX.,J Breath Res. 2024 Feb 1,,,,,,,
30755185,Improved antibacterial effects of alkali-transformed saponin from quinoa husks against halitosis-related bacteria,"Sun X, Yang X, Xue P, Zhang Z, Ren G.",BMC Complement Altern Med. 2019 Feb 12,,,,,,,
32222390,Differences in the Incidence of Pathologic Lesions on the Oral Mucosa in Patients Undergoing Hemodialysis vs Renal Organ Transplant Recipients Subjected to Long-term Pharmacologic Immunosuppressive Therapy,"Osiak M, Wychowanski P, Grzeszczyk M, Durlik M, Fiedor P.",Transplant Proc. 2020 Oct,,,,,,,
8234515,Endoscopic diagnosis and treatment of persistent halitosis after pharyngeal flap surgery,"Finkelstein Y, Talmi YP, Zohar Y, Ophir D.",Plast Reconstr Surg. 1993 Nov,,,,,,,
22296348,"Piper betel Linn (betel vine), the maligned Southeast Asian medicinal plant possesses cancer preventive effects: time to reconsider the wronged opinion","Rai MP, Thilakchand KR, Palatty PL, Rao P, Rao S, Bhat HP, Baliga MS.",Asian Pac J Cancer Prev. 2011,,,,,,,
32587741,Exploring residential care aide experiences with oral malodour in long-term care,"Dhami CS, Donnelly LR.",Nurs Open. 2020 May 12,,,,,,,
27195230,Comparison of a commercially available herbal and 0.2% chlorhexidine mouthrinse for prevention of oral malodor: A clinical trial,"Mishra V, Shettar L, Bajaj M, Math AS.",J Int Soc Prev Community Dent. 2016 Apr,,,,,,,
470040,Nasal foreign bodies and bromidrosis,Syfert DF.,JAMA. 1979 Sep 7,,,,,,,
39028146,"Effects of Lactiplantibacillus plantarum CCFM1214 and Ligilactobacillus salivarius CCFM1215 on halitosis: a double-blind, randomized controlled trial","Ding L, Wang Y, Jiang Z, Tang X, Mao B, Zhao J, Chen W, Zhang Q, Cui S.",Food Funct. 2024 Aug 12,,,,,,,
23193758,Improving oral care practice in long-term care,"Dyck D, Bertone M, Knutson K, Campbell A.",Can Nurse. 2012 Nov,,,,,,,
6418892,Fetid breath after noxythiolin therapy,"Stewart WK, Fleming LW.",J Toxicol Clin Toxicol. 1983 Jun,,,,,,,
26679662,[Analysis of volatile sulfur compounds production of oral cavity in preschool children and influencing factors],"Zhang Q, Liu XN, Chang Q, Ao S, Zheng SG, Xu T.",Beijing Da Xue Xue Bao Yi Xue Ban. 2015 Dec 18,,,,,,,
23240492,[Clinical importance and diagnosis of halitosis],"Nagy A, Brugoviczky Z, Novák P, Nagy G.",Fogorv Sz. 2012 Sep,,,,,,,
24432964,Risk factors associated with the development of chronic kidney disease in cats evaluated at primary care veterinary hospitals,"Greene JP, Lefebvre SL, Wang M, Yang M, Lund EM, Polzin DJ.",J Am Vet Med Assoc. 2014 Feb 1,,,,,,,
17722724,Equine idiopathic cheek teeth fractures: part 3: a hospital-based survey of 68 referred horses (1999-2005),"Dixon PM, Barakzai SZ, Collins NM, Yates J.",Equine Vet J. 2007 Jul,,,,,,,
17874834,Studies on the deodorization by mushroom (Agaricus bisporus) extract of garlic extract-induced oral malodor,"Tamaki K, Tamaki T, Yamazaki T.",J Nutr Sci Vitaminol (Tokyo). 2007 Jun,,,,,,,
34428849,"Quality of Life, Satisfaction, Occlusal Force, and Halitosis after Direct and Indirect Relining of Inferior Complete Dentures","Sônego MV, Neto CLMM, Dos Santos DM, Moreno ALM, Bertoz APM, Goiato MC.",Eur J Dent. 2022 Feb,,,,,,,
15861957,Halitosis: a review,"Feller L, Blignaut E.",SADJ. 2005 Feb,,,,,,,
23782900,Turbidity of mouthrinsed water as a screening index for oral malodor,"Ueno M, Takeuchi S, Samnieng P, Morishima S, Shinada K, Kawaguchi Y.",Oral Surg Oral Med Oral Pathol Oral Radiol. 2013 Aug,,,,,,,
24600802,Stannous containing fluoride dentifrice is effective in reducing oral malodor. UT CAT #2397,"Zafer N, Rodriguez B, Lozano-Pineda J.",Tex Dent J. 2013 Dec,,,,,,,
38249284,"The Geospatial Analysis of Patients Seeking Dental Care at a Private Dental Institution in Chennai, India","Meeral PR, I MA.",Cureus. 2023 Dec 19,,,,,,,
21649971,A wash worth its while? Freshens breath! Gives your mouth a tingling sensation! But what do mouthwashes really accomplish?,,Harv Health Lett. 2011 Mar,,,,,,,
37727189,Causes and Management of Halitosis: A Narrative Review,"Khounganian RM, Alasmari ON, Aldosari MM, Alghanemi NM.",Cureus. 2023 Aug 19,,,,,,,
29341791,Population level evidence for seasonality of the human microbiome,"Korownyk C, Liu F, Garrison S.",Chronobiol Int. 2018 Apr,,,,,,,
38514460,Volatile sulfur compounds in asthmatic children and adolescents: A cross-sectional study in breath and saliva,"Buj-Acosta C, García-Sanz V, Hakobyan L, Tarazona-Álvarez B, Molins-Legua C, Campins-Falcó P, Paredes-Gallardo V, Tortajada-Girbés M.",Int J Paediatr Dent. 2024 Mar 21. doi: 10.1111/ipd.13178. Online ahead of print.,Buj-Acosta C,Int J Paediatr Dent,2024,3/22/2024,,,10.1111/ipd.13178
21789965,Changes in oral trace gas concentrations following orthognathic surgery and intermaxillary fixation: a case study using selected ion flow tube mass spectrometry,Ross BM.,Int J Oral Sci. 2011 Jul,,,,,,,
2134893,[Epidemiological analysis of periodontal disease. Analysis of junior high school and high school students],"Koyama K, Yasui T.",Meikai Daigaku Shigaku Zasshi. 1990,,,,,,,
4651428,Egg taints,"Miller WS, Ewins A, Chubb LG.",Vet Rec. 1972 Dec 16,,,,,,,
24090668,[Bulimia during adolescence],de Tournemire R.,Arch Pediatr. 2013 Nov,,,,,,,
22237186,Paediatric Halitosis and Helicobacter pylori Infection,"Yilmaz AE, Bilici M, Tonbul A, Karabel M, Dogan G, Tas T.",J Coll Physicians Surg Pak. 2012 Jan,,,,,,,
386644,[Basic text: halitosis. The unpleasant foetor ex ore],,Zahnarztl Mitt. 1979 Oct 1,,,,,,,
12946549,"Randomized, open-label preference study of two cyclosporine capsule formulations (usp modified) in stable solid-organ transplant recipients","Steinberg SM, Venuto RC, Kuruvila CK, Taylor DO, Anil Kumar MS, Groothuis JR, Ryan J, Greco R, Yeldandi V, Ashraf T, Boodhoo T",,,,,,,,
28211095,"Tooth loss among the elders in an inner city area of Ibadan, Nigeria","Ibiyemi O, Idiga E.",Gerodontology. 2017 Jun,,,,,,,
25653814,Photodynamic therapy as novel treatment for halitosis in adolescents: a case series study,"Lopes RG, de Santi ME, Franco BE, Deana AM, Prates RA, França CM, Fernandes KP, Ferrari RA, Bussadori SK.",J Lasers Med Sci. 2014 Summer,,,,,,,
33275412,Colorimetric Dye-Loaded Nanofiber Yarn: Eye-Readable and Weavable Gas Sensing Platform,"Kim DH, Cha JH, Lim JY, Bae J, Lee W, Yoon KR, Kim C, Jang JS, Hwang W, Kim ID.",ACS Nano. 2020 Dec 22,,,,,,,
5256158,Mouth odor,Rabben M.,Dent Surv. 1969 Jun,,,,,,,
23088790,Characterization of volatile sulfur compound production by Solobacterium moorei,"Tanabe S, Grenier D.",Arch Oral Biol. 2012 Dec,,,,,,,
34804751,Challenging Airway Management in Patients With Zenker's Diverticulum,"Dos Santos E Santos C, Araujo Tuma Santos C, Kurnutala LN.",Cureus. 2021 Nov 14,,,,,,,
4228859,Topical antibiotic maintenance of oral health,"Mitchell DF, Holmes LA, Martin PW, Sakurai E.",J Oral Ther Pharmacol. 1967 Sep,,,,,,,
18837699,Risk factors for sebaceous gland diseases and their relationship to gastrointestinal dysfunction in Han adolescents,"Zhang H, Liao W, Chao W, Chen Q, Zeng H, Wu C, Wu S, Ho HI.",J Dermatol. 2008 Sep,,,,,,,
28413322,Improved antimicrobial effect of ginseng extract by heat transformation,"Xue P, Yao Y, Yang XS, Feng J, Ren GX.",J Ginseng Res. 2017 Apr,,,,,,,
28291398,Periodontal Therapy in Dogs Using Bone Augmentation Products Marketed for Veterinary Use,Angel M.,J Am Anim Hosp Assoc. 2017 May/Jun,,,,,,,
34234496,Oral Health Messiers: Diabetes Mellitus Relevance,"Ahmad R, Haque M.",Diabetes Metab Syndr Obes. 2021 Jul 1,,,,,,,
28622437,"Detection of halitosis in breath: Between the past, present, and future","Nakhleh MK, Quatredeniers M, Haick H.",Oral Dis. 2018 Jul,,,,,,,
30746054,Denosumab Related Osteonecrosis of Jaw: a Case Report,"de Sales Lima MV, Rizzato J, Gracindo Marques DV, Kitakawa D, da Silva Peralta F, Prado Scherma A, Carvalho LFCS.",J Oral Maxillofac Res. 2018 Dec 30,,,,,,,
29446368,Awareness and Knowledge of Oral Cancer among Medical Students in Kathmandu University School of Medical Sciences,"Pokharel M , Shrestha I , Dhakal A , Amatya RC .",Kathmandu Univ Med J (KUMJ). 2017 Jan.-Mar.,,,,,,,
1474478,Salivary and metabolic factors involved in oral malodor formation,"Kleinberg I, Westbay G.",J Periodontol. 1992 Sep,,,,,,,
29440948,Orofacial manifestations of adverse drug reactions: a review study,"Bakhtiari S, Sehatpour M, Mortazavi H, Bakhshi M.",Clujul Med. 2018,,,,,,,
1073981,Halitosis or bad breath,Ewart N.,Bull N Z Soc Periodontol. 1975 Aug,,,,,,,
25152586,Black hairy tongue syndrome,"Gurvits GE, Tan A.",World J Gastroenterol. 2014 Aug 21,,,,,,,
30127192,A crossover clinical trial to assess the effectiveness of different oral hygiene regimens on the reduction of morning bad breath in healthy young adults,"Khurana C, Tandon S, Chinmaya BR.",Indian J Dent Res. 2018 Jul-Aug,,,,,,,
20572885,Oral malodour and active ingredients for treatment,"Lourith N, Kanlayavattanakul M.",Int J Cosmet Sci. 2010 Oct,,,,,,,
19024200,The relationship of caries with oral hygiene status and extra-oral risk factors,"ur Rehman MM, Mahmood N, ur Rehman B.",J Ayub Med Coll Abbottabad. 2008 Jan-Mar,,,,,,,
28658576,Elaborate Manipulation for Sub-10 nm Hollow Catalyst Sensitized Heterogeneous Oxide Nanofibers for Room Temperature Chemical Sensors,"Jang JS, Choi SJ, Koo WT, Kim SJ, Cheong JY, Kim ID.",ACS Appl Mater Interfaces. 2017 Jul 26,,,,,,,
26369605,Clinical assessment of oral malodor using autofluorescence of tongue coating,"Lee ES, Yim HK, Lee HS, Choi JH, Lee JH, Kim BI.",Photodiagnosis Photodyn Ther. 2016 Mar,,,,,,,
11277051,Simple steps to prevent bad breath,,CDS Rev. 2000 Sep,,,,,,,
24678201,"Correlation of oral hygiene practices, smoking and oral health conditions with self perceived halitosis amongst undergraduate dental students","Setia S, Pannu P, Gambhir RS, Galhotra V, Ahluwalia P, Sofat A.",J Nat Sci Biol Med. 2014 Jan,,,,,,,
38744271,Dental restorative materials and halitosis: a preliminaryin-vitrostudy,"Odabaş T, Harorlı OT.",J Breath Res. 2024 May 23,,,,,,,
12787198,Management of oral malodour,Quirynen M.,J Clin Periodontol. 2003,,,,,,,
4510865,A gas chromatographic study of the effect of ascorbic acid oxidation on the formation of volatiles in saliva samples,Larsson BT.,Scand J Dent Res. 1973,,,,,,,
1453251,"Halitosis, or the meaning of bad breath",Johnson BE.,J Gen Intern Med. 1992 Nov-Dec,,,,,,,
22031062,"Halitosis: an overview of epidemiology, etiology and clinical management","Rösing CK, Loesche W.",Braz Oral Res. 2011 Sep-Oct,,,,,,,
38384124,Effectiveness of Glutamine Oral Care in Reducing Oral Mucositis and Improving Oral Health After Neurosurgery: A Randomized Controlled Trial with Microbiome Analysis,"Gao Y, Yang H, Zhang X, Ma Y, Wang L.",Med Sci Monit. 2024 Feb 22,,,,,,,
22368256,The role of p53 in an apoptotic process caused by an oral malodorous compound in periodontal tissues: a review,"Aoyama I, Yaegaki K, Calenic B, Ii H, Ishkitiev N, Imai T.",J Breath Res. 2012 Mar,,,,,,,
17080471,Rapid in vivo fingerprinting of nonvolatile compounds in breath by extractive electrospray ionization quadrupole time-of-flight mass spectrometry,"Chen H, Wortmann A, Zhang W, Zenobi R.",Angew Chem Int Ed Engl. 2007,,,,,,,
23865430,"Halitosis vaccines targeting FomA, a biofilm-bridging protein of fusobacteria nucleatum","Liu PF, Huang IF, Shu CW, Huang CM.",Curr Mol Med. 2013 Sep,,,,,,,
11563680,"A cross-cultural comparison of dental health attitudes and behaviour among freshman dental students in Japan, Hong Kong and West China","Kawamura M, Yip HK, Hu DY, Komabayashi T.",Int Dent J. 2001 Jun,,,,,,,
11913311,Oral malodor control afforded through the use of sodium bicarbonate-containing chewing gum,"Wild JE, Nelson BJ, Hubbard ME, Bowman JP.",Compend Contin Educ Dent. 2001 Jul,,,,,,,
26548148,[One stage combined endoscopic and per-oral buccal fat pad approach for large oro-antral-fistula closure with secondary chronic maxillary sinusitis],"Horowitz G, Koren I, Carmel NN, Balaban S, Abu-Ghanem S, Fliss DM, Kleinman S, Reiser V.",Refuat Hapeh Vehashinayim (1993). 2015 Jul,,,,,,,
39113060,Advances in hybridized nanoarchitectures for improved oro-dental health,"Guo J, Wang P, Li Y, Liu Y, Ye Y, Chen Y, Kankala RK, Tong F.",J Nanobiotechnology. 2024 Aug 7,,,,,,,
12923369,Post-cholecystectomy alkaline reactive gastritis: a randomized trial comparing sucralfate versus rabeprazole or no treatment,"Santarelli L, Gabrielli M, Candelli M, Cremonini F, Nista EC, Cammarota G, Gasbarrini G, Gasbarrini A.",Eur J Gastroenterol Hepatol. 2003 Sep,,,,,,,
9854203,[Descriptive study of digestive functional symptoms in the French general population],"Frexinos J, Denis P, Allemand H, Allouche S, Los F, Bonnelye G.",Gastroenterol Clin Biol. 1998 Oct,,,,,,,
19500860,The effects of topical levobupivacaine on morbidity in pediatric tonsillectomy patients,"Yilmaz S, Demiraran Y, Akkan N, Yaman H, Iskender A, Güçlü E, Oztürk O.",Int J Pediatr Otorhinolaryngol. 2009 Sep,,,,,,,
33149469,The Relationship between Volatile Sulfur Compounds and the Severity of Chronic Periodontitis: A Cross-sectional Study,"Abdullah MA, Alasqah M, Sanaa MS, Gufran K.",J Pharm Bioallied Sci. 2020 Aug,,,,,,,
18460399,Impact of different tongue cleaning methods on the bacterial load of the tongue dorsum,"Bordas A, McNab R, Staples AM, Bowman J, Kanapka J, Bosma MP.",Arch Oral Biol. 2008 Apr,,,,,,,
20659260,Comparative effects of various commercially available mouthrinse formulations on oral malodor,"Saad S, Greenman J, Shaw H.",Oral Dis. 2011 Mar,,,,,,,
24154909,Transoral sonographic diagnosis of tonsilloliths: report of 3 cases,"Cho W, Park H.",J Ultrasound Med. 2013 Nov,,,,,,,
15002886,Relationship between tongue coating and secretory-immunoglobulin A level in saliva obtained from patients complaining of oral malodor,"Hinode D, Fukui M, Yokoyama N, Yokoyama M, Yoshioka M, Nakamura R.",J Clin Periodontol. 2003 Dec,,,,,,,
37875047,"Chlorhexidine mouthwash reduces halitosis in surgical patients, but is it worth the risk?","Schittek G, Blot S.",Intensive Crit Care Nurs. 2024 Feb,,,,,,,
3867521,"[Halitosis: principle etiopathogenetic, diagnostic-therapeutic and preventive aspects]","Bucci E, Mignogna MD.",Dent Cadmos. 1985 Jun 30,,,,,,,
33058696,E-cigarette use perceptions that differentiate e-cigarette susceptibility and use among high school students,"Burnley A, Bold KW, Kong G, Wu R, Krishnan-Sarin S.",Am J Drug Alcohol Abuse. 2021 Mar 4,,,,,,,
38800228,Management of a Partially Treated Case of Chronic Osteomyelitis of the Hard Palate and Maxillary Sinus,"Tiwari AV, Dangore-Khasbage S.",Cureus. 2024 Apr 25,,,,,,,
18173446,A review of the current literature on management of halitosis,"van den Broek AM, Feenstra L, de Baat C.",Oral Dis. 2008 Jan,,,,,,,
31034083,Streptococcus spp. and Fusobacterium nucleatum in tongue dorsum biofilm from halitosis patients: a fluorescence in situ hybridization (FISH) and confocal laser scanning microscopy (CLSM) study,"Bernardi S, Continenza MA, Al-Ahmad A, Karygianni L, Follo M, Filippi A, Macchiarelli G.",New Microbiol. 2019 Apr,,,,,,,
24179468,The effect of a commercial probiotic drink containing Lactobacillus casei strain Shirota on oral health in healthy dentate people,"Sutula J, Coulthwaite LA, Thomas LV, Verran J.",Microb Ecol Health Dis. 2013 Oct 29,,,,,,,
9827155,[Progressive noma: apropos of 27 cases seen at the National Hospital Center of Ouagadougou],"Ouoba K, Sanou I, Dao M, Kam L, Ouedraogo A, Ouedraogo R, Sawadogo A.",Dakar Med. 1998,,,,,,,
23534037,Effects of tongue coating and oral health on halitosis among dental students,"Evirgen S, Kamburoğlu K.",Oral Health Prev Dent. 2013,,,,,,,
18417390,Oral malodor and removable complete dentures in the elderly,"Nalcaci R, Baran I.",Oral Surg Oral Med Oral Pathol Oral Radiol Endod. 2008 Jun,,,,,,,
20675427,Some evidence shows that certain mouthrinses can reduce halitosis,"Kumar SK, Byrne G.",J Am Dent Assoc. 2010 Aug,,,,,,,
17069495,CO2 laser cryptolysis by coagulation for the treatment of halitosis,"Dal Rio AC, Passos CA, Nicola JH, Nicola EM.",Photomed Laser Surg. 2006 Oct,,,,,,,
29790330,Sub-Parts-per-Million Hydrogen Sulfide Colorimetric Sensor: Lead Acetate Anchored Nanofibers toward Halitosis Diagnosis,"Cha JH, Kim DH, Choi SJ, Koo WT, Kim ID.",Anal Chem. 2018 Aug 7,,,,,,,
