PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
30826504,Efficacy of β-caryophyllene for periodontal disease related factors,"Yoo HJ, Jwa SK.",Arch Oral Biol. 2019 Apr,,,,,,,
30216545,A new method of choice for organoleptic scoring: The negative-pressure technique,"Laleman I, De Geest S, Dekeyser C, Teughels W, Quirynen M.",J Clin Periodontol. 2018 Nov,,,,,,,
38376432,Sociodemographic and Behavioural Factors Affecting the Oral-Health-Related Quality of Life as Measured with the Child-OIDP Index in Adolescents,"Alvarez-Azaustre MP, Greco R, Llena C.",Oral Health Prev Dent. 2024 Feb 20,,,,,,,
38377048,Oral microbiome research - a call for equity and inclusion,Jamieson LM.,Community Dent Health. 2024 Feb 29,,,,,,,
32038896,Comparison of Efficacy of Cannabinoids versus Commercial Oral Care Products in Reducing Bacterial Content from Dental Plaque: A Preliminary Observation,"Stahl V, Vasudevan K.",Cureus. 2020 Jan 29,,,,,,,
31644511,Laryngoscopic techniques modulate anaesthesiologists' perception of halitosis in patients: A randomised controlled trial,"Chen C, Hei Z, Xing J, Zhu Q, Qiu R, Liu J, Gong C, Cheng N, Zhou S, Shen N.",Eur J Anaesthesiol. 2019 Dec,,,,,,,
34709772,Prospective case series on possible effects of local factors on the development of halitosis in new complete denture wearers,"Mousa MA, Alam MK, Ganji KK, Khader Y, Lynch E, Kielbassa AM.",Quintessence Int. 2022 Feb 1,,,,,,,
35537088,[What is the functioning of tin in stannous fluoride?],Exterkate RAM.,Ned Tijdschr Tandheelkd. 2022 May,,,,,,,
35014192,Interdental plaque reduction after the use of different devices in patients with periodontitis and interdental recession: A randomized clinical trial,"Gennai S, Nisi M, Perić M, Marhl U, Izzetti R, Tonelli M, Petrini M, Graziani F.",Int J Dent Hyg. 2022 May,,,,,,,
38266272,Characteristics of extra-oral halitosis induced by functional constipation: a prospective cohort study,Qian XX.,J Breath Res. 2024 Feb 1,,,,,,,
35748583,The theory of reasoned action in describing tongue cleaning adherence among college going students of Indie: A model guided study,"Tak M, Grover S, Asawa K, John J, Shetty B, Divakar DD.",Rocz Panstw Zakl Hig. 2022,,,,,,,
32372407,Efficacy of a novel post-foaming dental gel on gingival inflammation: A randomized controlled clinical trial,"Levine JB, Goncalves J, Nguyen D, Nguyen O, Hasturk H.",J Periodontol. 2020 Dec,,,,,,,
29573072,Prevalence and risk factors of halitosis in Japanese school children,"Ueno M, Ohnuki M, Zaitsu T, Takehara S, Furukawa S, Kawaguchi Y.",Pediatr Int. 2018 Jun,,,,,,,
32294244,Periodontal regeneration by leukocyte and platelet-rich fibrin with autogenous bone graft versus enamel matrix derivative with autogenous bone graft in the treatment of periodontal intrabony defects: A randomized non-inferiority trial,"Paolantonio M, Di Tullio M, Giraudi M, Romano L, Secondi L, Paolantonio G, Graziani F, Pilloni A, De Ninis P, Femminella B.",J Periodontol. 2020 Dec,,,,,,,
33813458,RESULTS OF QUESTIONING PATIENTS WITH NON-ALCOHOLIC FATTY LIVER DISEASE IN THE CONDITIONS OF DENTAL PRACTICE,Emelyanov DV.,Wiad Lek. 2021,,,,,,,
36733919,Improvement of halitosis by probiotic bacterium Weissella cibaria CMU: A randomized controlled trial,"Han HS, Yum H, Cho YD, Kim S.",Front Microbiol. 2023 Jan 17,,,,,,,
33987732,Effect of antimicrobial photodynamic therapy with red led and methylene blue on the reduction of halitosis: controlled microbiological clinical trial,"da Mota ACC, Gonçalves MLL, Horliana ACRT, Deana AM, de Souza Cavalcante LA, Gomes AO, Mayer MPA, Suguimoto ESA, Fernandes KPS, Mesquita-Ferrari RA, Prates RA, Motta LJ, Bussadori SK.",Lasers Med Sci. 2022 Mar,,,,,,,
30373650,"Photodynamic therapy with Bixa orellana extract and LED for the reduction of halitosis: study protocol for a randomized, microbiological and clinical trial","Gonçalves MLL, da Mota ACC, Deana AM, Guedes GH, Cavalcante LAS, Prates RA, Horliana ACRT, Pavani C, Motta LJ, Bitencourt GB, Fernandes KPS, Salgueiro MDCC, Mesquita-Ferrari RA, da Silva DFT, França CM, Bussadori SK.",Trials. 2018 Oct 29,,,,,,,
32128001,Formulation and Antibacterial Activity of Plectranthus amboinicus (Lour.) Spreng Leaves Ethanolic Extract as Herbal Mouthwash Against Halitosis Caused Bacteria,"Nazliniwaty N, Laila L.",Open Access Maced J Med Sci. 2019 Nov 14,,,,,,,
31915698,"Prevalence of Tongue Cleaning Using a Toothbrush: A Questionnaire Survey in Fukui Prefecture, Japan","Matsuda S, Saito T, Yoshida H, Yoshimura H, Sano K.",Biomed Res Int. 2019 Nov 4,,,,,,,
29367491,Inhibitory effect of Lactococcus lactis on the bioactivity of periodontopathogens,"Shin HS, Baek DH, Lee SH.",J Gen Appl Microbiol. 2018 May 21,,,,,,,
30158772,Association of oral manifestations in ulcerative colitis: A pilot study,"Kumar KM, Nachiammai N, Madhushankari GS.",J Oral Maxillofac Pathol. 2018 May-Aug,,,,,,,
33157981,"Evaluation of the efficacy of a commercially available regimen vs brushing alone on established plaque and gingivitis on adolescents: Study protocol for a randomized, controlled, blind clinical trial","Moriyama CM, Santos EM, Gonçalves MLL, Tubel CA, Silva MPD, Nascimento VAW, Teixeira VP, Sobral APT, Horliana ACRT, Motta LJ, Paula EA, Magalhães GTZA, Magalhães JCA, Deana AM, Sakiyama KI, Bussadori SK.",Medicine (Baltimore). 2020 Nov 6,,,,,,,
38145803,General and orofacial symptoms associated with acute and long COVID in 80- and 90-year-old Swedish COVID-19 survivors,"Johansson AK, Omar R, Lehmann S, Sannevik J, Mastrovito B, Johansson A.",J Dent. 2024 Feb,,,,,,,
30127192,A crossover clinical trial to assess the effectiveness of different oral hygiene regimens on the reduction of morning bad breath in healthy young adults,"Khurana C, Tandon S, Chinmaya BR.",Indian J Dent Res. 2018 Jul-Aug,,,,,,,
30384352,Compounded Orodispersible Films with Natural Ingredients for Halitosis: A Clinical Experience,"Apolinário RS, Chaves MDGAM, Gonçalves HRM, Martins ICF, De Paula RM, Granato APA, Polonini HC, Brandão MAF, Ferreira AO, Raposo NRB.",Int J Pharm Compd. 2018 Nov-Dec,,,,,,,
35792253,Efficacy of antimicrobial photodynamic therapy on the tongue surface in the management of halitosis - A real-time polymerase chain reaction analysis,"Patil P, Patil L, Triveni MG, Usha GV, Shah R, Kumar ABT.",Photodiagnosis Photodyn Ther. 2022 Sep,,,,,,,
37499183,The Effect of Subacute Oral Folic Acid Treatment on Growth of Porphyromonas gulae in Dogs,"Shirahata S, Katayama Y, Kaneki M, Uchiyama J, Fukuyama T.",J Vet Dent. 2024 Jul,,,,,,,
38702623,"Efficacy of a mouthwash containing ε-poly-L-lysine, funme peptides and domiphen in reducing halitosis and supragingival plaque: a randomized clinical trial","Shen S, Liu X, Huang J, Sun Y, Liu B, Song W, Meng L, Du M, Feng Q.",BMC Oral Health. 2024 May 3,,,,,,,
38171524,[Metabolomics study on the difference of tongue coating metabolites between patients with intra-oral halitosis and healthy individual],"Liman AN, Zhu HL, Yang WJ, Ye W.",Shanghai Kou Qiang Yi Xue. 2023 Oct,,,,,,,
37437449,Selenium-binding protein 1 (SELENBP1) is a copper-dependent thiol oxidase,"Philipp TM, Gernoth L, Will A, Schwarz M, Ohse VA, Kipp AP, Steinbrenner H, Klotz LO.",Redox Biol. 2023 Sep,,,,,,,
37633989,Design of stretchable and self-powered sensing device for portable and remote trace biomarkers detection,"Huang W, Ding Q, Wang H, Wu Z, Luo Y, Shi W, Yang L, Liang Y, Liu C, Wu J.",Nat Commun. 2023 Aug 26,,,,,,,
32784634,"Potential Advantages of Peroxoborates and Their Ester Adducts Over Hydrogen Peroxide as Therapeutic Agents in Oral Healthcare Products: Chemical/Biochemical Reactivity Considerations In Vitro, Ex Vivo And In Vivo","Grootveld M, Lynch E, Page G, Chan W, Percival B, Anagnostaki E, Mylona V, Bordin-Aykroyd S, Grootveld KL.",Dent J (Basel). 2020 Aug 7,,,,,,,
38586785,"Prevalence of Acute Tonsillitis and Its Association With Oral Hygiene Among the Population of Taif City, Saudi Arabia","Alghamdi FA, Jawmin BA, Alghamdi MA, Almalki MA, Sabbagh YH, Aljemyie AA, Alotaibi MS, Alolayani RA, Jawmin MA, Alghamdi AA, Althobaiti TA, Alqurashi AM, Hakami K, Alnofaie MF, Atalla AA.",Cureus. 2024 Mar 8,,,,,,,
32879089,Advance in study on 16S rRNA gene sequencing technology in oral microbial diversity,"Yang X, Que G.",Zhong Nan Da Xue Xue Bao Yi Xue Ban. 2020 Jul 28,,,,,,,
38514460,Volatile sulfur compounds in asthmatic children and adolescents: A cross-sectional study in breath and saliva,"Buj-Acosta C, García-Sanz V, Hakobyan L, Tarazona-Álvarez B, Molins-Legua C, Campins-Falcó P, Paredes-Gallardo V, Tortajada-Girbés M.",Int J Paediatr Dent. 2024 Mar 21. doi: 10.1111/ipd.13178. Online ahead of print.,Buj-Acosta C,Int J Paediatr Dent,2024,3/22/2024,,,10.1111/ipd.13178
37953188,"Ethno-Dentistry of Medicinal Plants Used in North Waziristan, Pakistan","Rehman S, Iqbal Z, Qureshi R, AlOmar TS, Almasoud N, Younas M, Rauf A, Irfan M.",Int Dent J. 2024 Apr,,,,,,,
37593549,Comparison of clinical indices with halitosis grading in chronic periodontitis: A randomized control trial,"Veeray JM, Gupta KK, Soni S, Kothari D.",J Indian Soc Periodontol. 2023 Jul-Aug,,,,,,,
31275519,"Efficacy of chlorhexidine, hydrogen peroxide and tulsi extract mouthwash in reducing halitosis using spectrophotometric analysis: A randomized controlled trial","Sharma K, Acharya S, Verma E, Singhal D, Singla N.",J Clin Exp Dent. 2019 May 1,,,,,,,
35173085,Treatment of Chronic Periodontitis with Smoking Cessation Care and Periodontal Surgery in an Elderly Patient: A Case Report Including a 4-year Follow-up,"Yamashita K, Seshima F, Kigure T, Tomita S, Saito A.",Bull Tokyo Dent Coll. 2022 Mar 8,,,,,,,
28353023,"Efficacy of GUM® Hydral versus Biotène® Oralbalance mouthwashes plus gels on symptoms of medication-induced xerostomia: a randomized, double-blind, crossover study","Barbe AG, Schmidt-Park Y, Hamacher S, Derman SHM, Noack MJ.",Clin Oral Investig. 2018 Jan,,,,,,,
33941148,Association between sleep habits and symptoms of oral disease in adolescents: the 2017 Korea Youth Risk Behavior Web-based Survey,"Choi ES, Jeon HS, Mun SJ.",BMC Oral Health. 2021 May 4,,,,,,,
37893489,Antimicrobial Effects of Edible Mixed Herbal Extracts on Oral Microorganisms: An In Vitro Study,"Yun SE, Choi BR, Nam SH, Kim GC.",Medicina (Kaunas). 2023 Oct 4,,,,,,,
33389334,Volatile sulphur compounds in people with chronic kidney disease and the impact on quality of life,"Santaella NG, Simpione G, Maciel AP, Lauris JR, da Silva Santos PS.",Odontology. 2021 Jul,,,,,,,
31276312,Clinical efficacy of a new cetylpyridinium chloride-hyaluronic acid-based mouthrinse compared to chlorhexidine and placebo mouthrinses-A 21-day randomized clinical trial,"Tadakamadla SK, Bharathwaj VV, Duraiswamy P, Sforza C, Tartaglia GM.",Int J Dent Hyg. 2020 Feb,,,,,,,
32350669,[Oral health assessment of seniors under outpatient care by family doctors : Development and validation of the geriatric outpatient oral health screening],"Barbe AG, Spiritus S, Hagemeier A, Noack MJ, Röhrig G.",Z Gerontol Geriatr. 2021 May,,,,,,,
36944468,"Prevalence of taste and smell dysfunction in mild and asymptomatic COVID-19 patients during Omicron prevalent period in Shanghai, China: a cross-sectional survey study","Wang J, Chen Y, Huang J, Niu C, Zhang P, Yuan K, Zhu X, Jin Q, Ran S, Huang Z.",BMJ Open. 2023 Mar 21,,,,,,,
29505667,Oral myiasis in older adult with severe Alzheimer's disease,"Filho AO, Dias D, Miranda Á, Hebling E.",Spec Care Dentist. 2018 Mar,,,,,,,
36792063,Efficacy of adjunctive measures in peri-implant mucositis. A systematic review and meta-analysis,"Gennai S, Bollain J, Ambrosio N, Marruganti C, Graziani F, Figuero E.",J Clin Periodontol. 2023 Jun,,,,,,,
37288191,Comparative Evaluation of the Inhibitory Effect of Lactobacillus rhamnosus on Halitosis-Causing Bacteria: An Invitro Microbiological Study,"Patil AV, Shetty SS, Padhye AM.",Cureus. 2023 May 5,,,,,,,
38786391,Effect of Antimicrobial Photodynamic Therapy on the Tongue Dorsum on Reducing Halitosis and the Duration of the Effect: A Randomized Clinical Trial,"Maruyama T, Ekuni D, Yokoi A, Nagasaki J, Sawada N, Morita M.",Healthcare (Basel). 2024 May 9,,,,,,,
34198943,A New Look at the Genus Solobacterium: A Retrospective Analysis of Twenty-Seven Cases of Infection Involving S. moorei and a Review of Sequence Databases and the Literature,"Alauzet C, Aujoulat F, Lozniewski A, Ben Brahim S, Domenjod C, Enault C, Lavigne JP, Marchandin H.",Microorganisms. 2021 Jun 5,,,,,,,
31574796,"Evaluation of halitosis in adult patients after treatment with photodynamic therapy associated with periodontal treatment: Protocol for a randomized, controlled, single-blinded trial with 3-month follow up","Romero SDS, Schalch TO, do Vale KL, Ando ES, Mayer MPA, Feniar JPG, Fernandes KPS, Bussadori SK, Motta LJ, Negreiros RM, Tempestini Horliana ACR.",Medicine (Baltimore). 2019 Sep,,,,,,,
31652511,Impaired Eating and Swallowing Function in Older Adults in the Community: The Kurihara Project,"Takahashi K, Amemiya K, Nakatsuka M, Nakamura K, Kasai M, Meguro K.",Int J Environ Res Public Health. 2019 Oct 22,,,,,,,
30834725,"Clinical effect of Lactobacillus on the treatment of severe periodontitis and halitosis: A double-blinded, placebo-controlled, randomized clinical trial","Soares LG, Carvalho EB, Tinoco EMB.",Am J Dent. 2019 Feb,,,,,,,
36385592,"Effects of single rinse with three different types of mouthwashes on VSCs levels in morning breath: Randomized, double-blind, crossover clinical trial","Luzi S, Mancini L, Tarallo F, Manenti RJ, Mattei A, Fiasca F, Marchetti E.",Int J Dent Hyg. 2023 May,,,,,,,
37654341,"A Cross-Sectional Study on Self-Perceived Halitosis among Undergraduate University Students in Riyadh, Saudi Arabia","Mezied MS, Al Bouri D, Al Omani A, Al Ramadhan G, Al Bootie S, Barakat A, Koppolu P.",J Pharm Bioallied Sci. 2023 Jul,,,,,,,
30534164,Effect of Camellia sinensis plant on decreasing the level of halitosis: A systematic review,"Tahani B, Sabzian R.",Dent Res J (Isfahan). 2018 Nov-Dec,,,,,,,
31622481,A Study of 31 Patients with Primary Complaint of Halitosis in a Tertiary Hospital in South-Western Nigeria,"Adeyemi BF, Esan OB, Akinyamoju AO.",West Afr J Med. 2019 Sep-Dec,,,,,,,
37704915,The association between periodontitis patients' chief complaints and the stage of periodontitis: A clinical retrospective study,"Gürbüz S, Altıkat M.",Clin Oral Investig. 2023 Oct,,,,,,,
31429713,"First case report of bacteremia caused by Solobacterium moorei in China, and literature review","Liu WJ, Xiao M, Yi J, Li Y, Kudinha T, Xu YC.",BMC Infect Dis. 2019 Aug 20,,,,,,,
33901547,Effect of the Piezoelectric Device on Intraoperative Hemorrhage Control and Quality of Life after Endodontic Microsurgery: A Randomized Clinical Study,"Bharathi J, Mittal S, Tewari S, Tewari S, Duhan J, Sangwan P, Kumar V.",J Endod. 2021 Jul,,,,,,,
30311505,Comparison of Sino-Nasal Outcome Test 22 Symptom Scores in Rhinogenic and Odontogenic Sinusitis,"Simuntis R, Vaitkus J, Kubilius R, Padervinskis E, Tušas P, Leketas M, Šiupšinskienė N, Vaitkus S.",Am J Rhinol Allergy. 2019 Jan,,,,,,,
32535566,[IMPROVEMENT OF METHODS FOR THE PREVENTION AND HYGIENE OF THE ORAL MUCOSA OF STOMATHOLOGICAL PATIENTS UNDERGOING HIGH DOSAGE CHEMOTHERAPY],"Karton E, Vakushina E, Seleskeridi V, Grigorenko M.",Georgian Med News. 2020 Apr,,,,,,,
32294559,"Antimicrobial photodynamic therapy with Bixa orellana extract and blue LED in the reduction of halitosis-A randomized, controlled clinical trial","Gonçalves MLL, da Mota ACC, Deana AM, Cavalcante LAS, Horliana ACRT, Pavani C, Motta LJ, Fernandes KPS, Mesquita-Ferrari RA, da Silva DFT, Motta PB, Araújo Prates R, Bussadori SK.",Photodiagnosis Photodyn Ther. 2020 Jun,,,,,,,
32820829,Tooth loss associated with the use of tenofovir disoproxil fumarate,"Jianfei L, Ling L, Yu Z, Jiming Z, Bin W.",J Clin Pharm Ther. 2020 Dec,,,,,,,
29525436,Inhibition of methionine gamma lyase deaminase and the growth of Porphyromonas gingivalis: A therapeutic target for halitosis/periodontitis,"Kandalam U, Ledra N, Laubach H, Venkatachalam KV.",Arch Oral Biol. 2018 Jun,,,,,,,
38750491,Halitosis in young patients with chronic kidney disease: findings from a randomized controlled trial,"Hoefer KC, Barbe AG, Adams A, Schoppmeier C, Wicht MJ, Weber LT, Noack MJ, Graf I.",Head Face Med. 2024 May 15,,,,,,,
37608950,Evaluation of the antibacterial activity of Elsholtzia ciliate essential oil against halitosis-related Fusobacterium nucleatum and Porphyromonas gingivalis,"Li F, Wang C, Xu J, Wang X, Cao M, Wang S, Zhang T, Xu Y, Wang J, Pan S, Hu W.",Front Microbiol. 2023 Aug 7,,,,,,,
32164639,Antibacterial activity of Centaurea pumilio L. root and aerial part extracts against some multidrug resistant bacteria,"Naeim H, El-Hawiet A, Abdel Rahman RA, Hussein A, El Demellawy MA, Embaby AM.",BMC Complement Med Ther. 2020 Mar 12,,,,,,,
31041914,Persistent dysgeusia post-halitosis treatment: How does it impact the patients' quality of life?,"Carvalho BF, Alves MG, Dutra MT, Balducci I, Nicodemo D, Almeida JD.",Med Oral Patol Oral Cir Bucal. 2019 May 1,,,,,,,
31902836,Long-term follow-up study after administration of a canine interferon-α preparation for feline gingivitis,"Yamaki S, Hachimura H, Ogawa M, Kanegae S, Sugimoto T, Amimoto A.",J Vet Med Sci. 2020 Feb 26,,,,,,,
30530941,Effect of mucoadhesive agent HEC on herbal extracts retention and VSC producing bacteria reduction in an experimental oral biofilm,"Jeffet U, Sterer N.",J Breath Res. 2019 Mar 1,,,,,,,
35778718,Detection of volatile sulfur compounds (VSCs) in exhaled breath as a potential diagnostic method for oral squamous cell carcinoma,"Kwon IJ, Jung TY, Son Y, Kim B, Kim SM, Lee JH.",BMC Oral Health. 2022 Jul 1,,,,,,,
31277154,"Evaluation of the treatment of halitosis with photodynamic therapy in older patients with complete denture: Protocol for a randomized, controlled trial","Vale KLD, Horliana ACRT, Romero SDS, Deana AM, Gonçalves MLL, Ferrari RAM, Bussadori SK, Fernandes KPS.",Medicine (Baltimore). 2019 Jul,,,,,,,
37436003,Antibiotics for lower respiratory tract infection in children presenting in primary care: ARTIC-PC RCT,"Little P, Francis NA, Stuart B, O'Reilly G, Thompson N, Becque T, Hay AD, Wang K, Sharland M, Harnden A, Yao G, Raftery J, Zhu S, Little J, Hookham C, Rowley K, Euden J, Harman K, Coenen S, Read RC, Woods C, Butler CC, Faust SN, Leydon G, Wan M, Hood K, Whitehurst J, Richards-Hall S, Smith P, Thomas M, Moore M, Verheij T.",Health Technol Assess. 2023 Jun,,,,,,,
34071005,Evaluation of the Efficacy of Lacer Hali(TM) Treatment on the Management of Halitosis: A Randomized Double-Blind Clinical Trial,"Xiang L, Rojo R, Prados-Frutos JC.",J Clin Med. 2021 May 23,,,,,,,
31085164,Profiling of VOCs released from different salivary bacteria treated with non-lethal concentrations of silver nitrate,"Milanowski M, Monedeiro F, Złoch M, Ratiu IA, Pomastowski P, Ligor T, De Martinis BS, Buszewski B.",Anal Biochem. 2019 Aug 1,,,,,,,
38237169,Enterogenous extra-oral halitosis has a more severe impact on quality of life in females compared to males,Qian XX.,J Breath Res. 2024 Jan 25,,,,,,,
30608426,Action of antimicrobial photodynamic therapy with red leds in microorganisms related to halitose: Controlled and randomized clinical trial,"Ciarcia ACCDM, Gonçalves MLL, Horliana ACRT, Suguimoto ESA, Araujo L, Laselva A, Mayer MPA, Motta LJ, Deana AM, Mesquita-Ferrari RA, Fernandes KPS, Bussadori SK.",Medicine (Baltimore). 2019 Jan,,,,,,,
38289043,Interspecies metabolite transfer fuels the methionine metabolism of Fusobacterium nucleatum to stimulate volatile methyl mercaptan production,"Hara T, Sakanaka A, Lamont RJ, Amano A, Kuboniwa M.",mSystems. 2024 Feb 20,,,,,,,
29255262,"Mutations in SELENBP1, encoding a novel human methanethiol oxidase, cause extraoral halitosis","Pol A, Renkema GH, Tangerman A, Winkel EG, Engelke UF, de Brouwer APM, Lloyd KC, Araiza RS, van den Heuvel L, Omran H, Olbrich H, Oude Elberink M, Gilissen C, Rodenburg RJ, Sass JO, Schwab KO, Schäfer H, Venselaar H, Sequeira JS, Op den Camp HJM, Wevers RA.",Nat Genet. 2018 Jan,,,,,,,
34562391,"Antibiotics for lower respiratory tract infection in children presenting in primary care in England (ARTIC PC): a double-blind, randomised, placebo-controlled trial","Little P, Francis NA, Stuart B, O'Reilly G, Thompson N, Becque T, Hay AD, Wang K, Sharland M, Harnden A, Yao G, Raftery J, Zhu S, Little J, Hookham C, Rowley K, Euden J, Harman K, Coenen S, Read RC, Woods C, Butler CC, Faust SN, Leydon G, Wan M, Hood K, Whitehurst J, Richards-Hall S, Smith P, Thomas M, Moore M, Verheij T.",Lancet. 2021 Oct 16,,,,,,,
29126542,Professional tooth cleaning and scaling and root planing with oral hygiene instructions may reduce volatile sulfur compounds in patients with periodontal disease,Devji T.,J Am Dent Assoc. 2018 Jan,,,,,,,
32895252,Grub in the mouth: an unusual case with review of literature,"Astekar M, Gujjar SV, Upadhyay H, Upadhyay H.",BMJ Case Rep. 2020 Sep 6,,,,,,,
35370378,"Role of Laksha Churna and Madhu Pratisarana after ultrasonic scaling in the management of Dantasharkara (dental calculus): An open-label, standard controlled randomized clinical trial","Kathad D, Shukla HN, Goyal M.",Ayu. 2020 Jul-Sep,,,,,,,
29164415,Decrease of insoluble glucan formation in Streptococcus mutans by co-cultivation with Enterococcus faecium T7 and glucanase addition,"Yu SH, Kwak SH, Nguyen TTH, Seo YS, Song C, Mok IK, Kim D.",Biotechnol Lett. 2018 Feb,,,,,,,
38516881,[Impact of self-reported periodontal status on oral health-related quality of life in adult population with Type 2 Diabetes from Mexico City],"Falcón-Flores JA, Jiménez-Corona ME, Flores-Hernández S, Vázquez-Duran M, Jiménez-Corona A.",Rev Esp Salud Publica. 2024 Mar 14,,,,,,,
37990970,Risk factors associated with implant sites prepared by orthodontic treatment: a systematic review,"Taban M, Fatemi A, Soleimani M, Sajedi SM, Sabzevari B.",Eur J Transl Myol. 2023 Nov 21,,,,,,,
38021636,The Comparison of the Anti-inflammatory Efficacy of Phytochemical Extracts in Punica granatum and Lawsonia inermis Among Patients Diagnosed With Chronic Periodontitis,"Takkella BK 3rd, Venkata Anusha N 3rd, Lokanathan Balaji D 3rd, Prabhat MV, Sarat G 4th, Polepalle T 4th, Naffizuddin M 3rd, Ramsunil C 4th, Sujana V 4th, Chaitanya Krishna T.",Cureus. 2023 Oct 24,,,,,,,
35839105,A Case Report of Tonsillolith Treated With Individualized Homoeopathy,"Bhasme A, Lamba P, Sajjan U.",Altern Ther Health Med. 2023 Apr,,,,,,,
38363943,"Preliminary investigation of a combined herbal extract of Aruncus dioicus, Cirsium nipponicum, and Ocimum basilicum for halitosis","Ha NY, Jeong H, Son J, Cha MR, Song S, Hwang JH, Kim J.",Medicine (Baltimore). 2024 Feb 16,,,,,,,
31036083,"Successive complications after anterior cervical fixation: pharyngoesophageal diverticulum, fistulization, and cervical spondylitis by Streptococcus milleri - case report and literature review","Volkow-Fernández P, Islas-Muñoz B, Santillán-Doherty P, Estrada-Lobato E, Alva-López L, Ávila-Ramírez J.",J Med Case Rep. 2019 Apr 30,,,,,,,
32311925,Evaluation of photobiomodulation in salivary production of patients with xerostomy induced by anti-hypertensive drugs: Study protocol clinical trial (SPIRIT compliant),"Varellis MLZ, Gonçalves MLL, Pavesi VCS, Horliana ACRT, de Fátima Teixeira da Silva D, Motta LJ, Barbosa Filho VF, Bezerra CDS, Silva FGD, Bussadori SK, Deana AM.",Medicine (Baltimore). 2020 Apr,,,,,,,
30148470,Validation of the Spanish version of the Franciscan Hospital for Children Oral Health-Related Quality of Life questionnaire,"Rollon-Ugalde V, Coello-Suanzes JA, Castaño-Seiquer A, Lledo-Villar E, Espinoza-Visval I, Lopez-Jimenez AM, Infante-Cossio P, Rollon-Mayordomo A.",Med Oral Patol Oral Cir Bucal. 2018 Sep 1,,,,,,,
37731070,Nanozyme based colorimetric detection of biogenic gaseous H(2)S using Ag@Au core/shell nanoplates with peroxidase-like activity,"Ahn YJ, Ahn BK, Kang SW, Lee GJ.",Mikrochim Acta. 2023 Sep 20,,,,,,,
30359811,Evaluation of the efficacy of the subcutaneous low recombinant feline interferon-omega administration protocol for feline chronic gingivitis-stomatitis in feline calicivirus-positive cats,"Matsumoto H, Teshima T, Iizuka Y, Sakusabe A, Takahashi D, Amimoto A, Koyama H.",Res Vet Sci. 2018 Dec,,,,,,,
36136637,Prevalence and Associated Factors of Blastocystis sp. Infection in Patients with Gastrointestinal Symptoms in Spain: A Case-Control Study,"Matovelle C, Tejedor MT, Monteagudo LV, Beltrán A, Quílez J.",Trop Med Infect Dis. 2022 Sep 3,,,,,,,
38769314,"Hyperpure chlorine dioxide versus chlorhexidine in intra-oral halitosis (ODOR trial) - protocol of a double-blinded, double-arm, parallel non-inferiority pilot randomized controlled trial","Szalai EÁ, Teutsch B, Babay V, Galvács A, Hegyi P, Hársfalvi P, Pál R, Varga G, Lohinai ZM, Kerémi B.",BDJ Open. 2024 May 20,,,,,,,
38820029,The quality of life after keratinized mucosa augmentation around dental implants using xenogenic collagen matrix with or without stent,"Wang TY, Guo JY, Zhou Z, Li SY, Li SB, Xu SL.",Technol Health Care. 2024 May 18. doi: 10.3233/THC-231863. Online ahead of print.,Wang TY,Technol Health Care,2024,5/31/2024,,,10.3233/THC-231863
37905279,Comparative Evaluation of Cleaning Efficacy of Interdental Brush and Interdental Floss in Orthodontics Patients From Vidarbha Region: An Interventional Study,"Umalkar YN, Jadhav VV, Paul P, Saoji KP.",Cureus. 2023 Sep 29,,,,,,,
30589000,"An open-label, interventional, single-center, prospective clinical study to evaluate the efficacy and safety of ""AHPL/AYTAB/1514"" in patients suffering from halitosis","Chunawala YK, Nipanikar S, Morawala AK, Talathi RD, Shaikh S, Upasani SA, Kumbhar VS.",Indian J Dent Res. 2018 Nov-Dec,,,,,,,
38399374,Exploring the Clinical Applications of Lemongrass Essential Oil: A Scoping Review,"Kusuma IY, Perdana MI, Vágvölgyi C, Csupor D, Takó M.",Pharmaceuticals (Basel). 2024 Jan 25,,,,,,,
32471554,High-quality systematic review shows that there is low-quality evidence regarding the effects of interventions to treat oral halitosis,Brignardello-Petersen R.,J Am Dent Assoc. 2020 Aug,,,,,,,
38789725,Dencichine attenuates the virulence of Fusobacterium nucleatum by targeting hydrogen sulfide-producing enzyme,"Wang M, Chu W.",Int Microbiol. 2024 May 25. doi: 10.1007/s10123-024-00539-1. Online ahead of print.,Wang M,Int Microbiol,2024,5/24/2024,,,10.1007/s10123-024-00539-1
32222390,Differences in the Incidence of Pathologic Lesions on the Oral Mucosa in Patients Undergoing Hemodialysis vs Renal Organ Transplant Recipients Subjected to Long-term Pharmacologic Immunosuppressive Therapy,"Osiak M, Wychowanski P, Grzeszczyk M, Durlik M, Fiedor P.",Transplant Proc. 2020 Oct,,,,,,,
32163634,Local application of enamel matrix derivative prevents acute systemic inflammation after periodontal regenerative surgery: A randomized controlled clinical trial,"Graziani F, Peric M, Marhl U, Petrini M, Bettini L, Tonetti M, Gennai S.",J Clin Periodontol. 2020 Jun,,,,,,,
34084738,Photodynamic Therapy as an adjunct in the Treatment of Medication-Related Osteonecrosis of the Jaw: A Case Report,"Almeida MVDC, Moura AC, Santos L, Gominho L, Cavalcanti UDNT, Romeiro K.",J Lasers Med Sci. 2021 Mar 8,,,,,,,
