PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
28192106,Blaming the Brain for Obesity: Integration of Hedonic and Homeostatic Mechanisms,"Berthoud HR, Münzberg H, Morrison CD.",Gastroenterology. 2017 May,,,,,,,
28027826,"Clinicopathologic analysis of atypical hand, foot, and mouth disease in adult patients","Second J, Velter C, Calès S, Truchetet F, Lipsker D, Cribier B.",J Am Acad Dermatol. 2017 Apr,,,,,,,
37864869,Self-healing electrical bioadhesive interface for electrophysiology recording,"Ma H, Hou J, Xiao X, Wan R, Ge G, Zheng W, Chen C, Cao J, Wang J, Liu C, Zhao Q, Zhang Z, Jiang P, Chen S, Xiong W, Xu J, Lu B.",J Colloid Interface Sci. 2024 Jan 15,,,,,,,
38363485,A comparative study of passive drug diffusion through human skin via intercellular and sweat duct route: effect of aging,"Ranjan A, Duryodhan VS, Patil ND.",Drug Deliv Transl Res. 2024 Sep,,,,,,,
33311034,Skin Conductance and RR Interval for Regulated Discrete Physiological Stimuli: A Two Prong Strategy to Detect Sympathetic Activation,"Nepal O , Manandhar L , Jha RK .",Kathmandu Univ Med J (KUMJ). 2019 Oct.-Dec.,,,,,,,
25596997,Recurrent apocrine carcinoma of the scrotum: a case report,"Campobasso D, Thai E, Barbieri A, Ziglioli F, Maestroni U, Fellegara G, Ricci R.",Pathol Res Pract. 2015 Mar,,,,,,,
28497640,Polarizable crystals in apocrine sweat gland tumors: A series of 3 cases,"Johnson G, Gardner JM, Shalin SC.",J Cutan Pathol. 2017 Aug,,,,,,,
34185298,Sweat Gland Tumor Microenvironment,"Yuda Handaya A, Anwar SL, Fauzi AR, Werdana VAP.",Adv Exp Med Biol. 2020,,,,,,,
36935144,Rapid skin biomarker discovery using hydrogel-phase sampling followed by semi-automated liquid-phase re-extraction high-resolution mass spectrometry,"Elpa DP, Raju CM, Chiu HY, Wu SP, Urban PL.",Anal Chim Acta. 2023 Apr 29,,,,,,,
24471956,Detection of volatile malodorous compounds in breath: current analytical techniques and implications in human disease,"Calenic B, Amann A.",Bioanalysis. 2014 Feb,,,,,,,
35716597,Electrogenic Staphylococcus warneri in lactate-rich skin,"Huang TY, Lim HL.",Biochem Biophys Res Commun. 2022 Aug 27,,,,,,,
36534650,Identification of anti-SARS-CoV-2 agents based on flavor/fragrance compositions that inhibit the interaction between the virus receptor binding domain and human angiotensin converting enzyme 2,"Nishimura Y, Nomiyama K, Okamoto S, Igarashi M, Yorifuji Y, Sato Y, Kamezaki A, Morihara A, Kuribayashi F, Yamauchi A.",PLoS One. 2022 Dec 19,,,,,,,
33864275,Sudocrem(®) dermatitis: easily missed,"Soriano LF, Buckley DA.",Clin Exp Dermatol. 2021 Oct,,,,,,,
25365498,Pseudoxanthoma elasticum-like change adjacent to a benign adnexal neoplasm: a histopathologic reaction pattern,"Aung PP, Mahalingam M.",Am J Dermatopathol. 2015 Feb,,,,,,,
33399643,Adrenergic crisis as a debut form of a neuroblastoma,"Alonso Cadenas JA, Almodóvar Martín JL, Iglesias Bouzas MI, Jiménez García R, Serrano González A.",Rev Chil Pediatr. 2020 Oct,,,,,,,
36240083,Olfactory Dysfunction and Incidence of Motoric Cognitive Risk Syndrome: A Prospective Clinical-Pathologic Study,"Kravatz NL, Ayers E, Bennett DA, Verghese J.",Neurology. 2022 Oct 24,,,,,,,
31542432,"RIFM fragrance ingredient safety assessment, methoxy dicyclopentadiene carboxaldehyde, CAS Registry Number 86803-90-9","Api AM, Belsito D, Biserta S, Botelho D, Bruze M, Burton GA Jr, Buschmann J, Cancellieri MA, Dagli ML, Date M, Dekant W, Deodhar C, Fryer AD, Gadhia S, Jones L, Joshi K, Lapczynski A, Lavelle M, Liebler DC, Na M, O'Brien D, Patel A, Penning TM, Ritacco G, Rodriguez-Ropero F, Romine J, Sadekar N, Salvito D, Schultz TW, Siddiqi F, Sipes IG, Sullivan G, Thakkar Y, Tokura Y, Tsang S.",Food Chem Toxicol. 2019 Dec,,,,,,,
33300158,Cutaneous acantholytic dyskeratotic acanthoma accompanying syringofibroadenomatous hyperplasia with proliferation of mature sebocytes: A case report,"Tanaka C, Kurabayashi A, Furihata K, Iwashita W, Naganuma S, Toi M, Yano A, Furihata M.",J Cutan Pathol. 2021 Mar,,,,,,,
27453553,"Reported appetite, taste and smell changes following Roux-en-Y gastric bypass and sleeve gastrectomy: Effect of gender, type 2 diabetes and relationship to post-operative weight loss","Makaronidis JM, Neilson S, Cheung WH, Tymoszuk U, Pucci A, Finer N, Doyle J, Hashemi M, Elkalaawy M, Adamo M, Jenkinson A, Batterham RL.",Appetite. 2016 Dec 1,,,,,,,
29760095,Volatile biomarkers of symptomatic and asymptomatic malaria infection in humans,"De Moraes CM, Wanjiku C, Stanczyk NM, Pulido H, Sims JW, Betz HS, Read AF, Torto B, Mescher MC.",Proc Natl Acad Sci U S A. 2018 May 29,,,,,,,
32293116,Reconstructed human skin shows epidermal invagination towards integrated neopapillae indicating early hair follicle formation in vitro,"Vahav I, van den Broek LJ, Thon M, Monsuur HN, Spiekstra SW, Atac B, Scheper RJ, Lauster R, Lindner G, Marx U, Gibbs S.",J Tissue Eng Regen Med. 2020 Jun,,,,,,,
31189080,"RIFM fragrance ingredient safety assessment, cyclohexyl butyrate, CAS Registry Number 1551-44-6","Api AM, Belsito D, Botelho D, Bruze M, Burton GA Jr, Buschmann J, Dagli ML, Date M, Dekant W, Deodhar C, Francis M, Fryer AD, Jones L, Joshi K, La Cava S, Lapczynski A, Liebler DC, O'Brien D, Patel A, Penning TM, Ritacco G, Romine J, Sadekar N, Salvito D, Schultz TW, Sipes IG, Sullivan G, Thakkar Y, Tokura Y, Tsang S.",Food Chem Toxicol. 2019 Aug,,,,,,,
31238141,"RIFM fragrance ingredient safety assessment, methyl 2-methylbutyrate, CAS Registry Number 868-57-5","Api AM, Belsito D, Botelho D, Bruze M, Burton GA Jr, Buschmann J, Dagli ML, Date M, Dekant W, Deodhar C, Francis M, Fryer AD, Jones L, Joshi K, La Cava S, Lapczynski A, Liebler DC, O'Brien D, Patel A, Penning TM, Ritacco G, Romine J, Sadekar N, Salvito D, Schultz TW, Sipes IG, Sullivan G, Thakkar Y, Tokura Y, Tsang S.",Food Chem Toxicol. 2019 Aug,,,,,,,
31911127,"RIFM fragrance ingredient safety assessment, α-methyl-cyclohexanepropanol, CAS Registry Number 10528-67-3","Api AM, Belsito D, Biserta S, Botelho D, Bruze M, Burton GA Jr, Buschmann J, Cancellieri MA, Dagli ML, Date M, Dekant W, Deodhar C, Fryer AD, Gadhia S, Jones L, Joshi K, Lapczynski A, Lavelle M, Liebler DC, Na M, O'Brien D, Patel A, Penning TM, Ritacco G, Rodriguez-Ropero F, Romine J, Sadekar N, Salvito D, Schultz TW, Siddiqi F, Sipes IG, Sullivan G, Thakkar Y, Tokura Y, Tsang S.",Food Chem Toxicol. 2020 Apr 15,,,,,,,
26137743,An unusual case of Darier disease complicated with a parasitic infestation,"Escandón-Vargas K, Cabezas F, Díaz CJ.",Skinmed. 2015 Mar-Apr,,,,,,,
38268219,Tocopherol succinate-loaded ethosomal gel synthesized by cold method technique: Deeper biophysical characterizations for translational application on human skin,"Akhtar N, Menaa F, Akhtar N, Javed N, Sethi A, Khan MS.",J Cosmet Dermatol. 2024 Mar,,,,,,,
25644039,Effectiveness of saltwater baths in the treatment of epidermolysis bullosa,"Petersen BW, Arbuckle HA, Berman S.",Pediatr Dermatol. 2015 Jan-Feb,,,,,,,
25064646,Short communication: Sensory profile of raw goat milk cheeses made with artisan kid rennet pastes from commercial-weight animals: alternative to farmhouse goat cheeses,"Fresno M, Álvarez S, Díaz E, Virto M, de Renobales M.",J Dairy Sci. 2014 Oct,,,,,,,
36539135,SYMPTOMATOLOGY AND TREATMENT OF COVID-19 AFFECTING SKIN APPENDAGES: A NARRATIVE REVIEW BEYOND COVID-TOES,"Wollina U, Abdelmaksoud A, Chiriac A, Brzezinski P, Temiz S.",Georgian Med News. 2022 Oct,,,,,,,
31895497,A case report of temple squamoid eccrine ductal carcinoma: A diagnostic challenge beneath the tip of the iceberg,"Phan K, Kim L, Lim P, Cheung K.",Dermatol Ther. 2020 Mar,,,,,,,
32708169,One Hundred Faces of Geraniol,"Mączka W, Wińska K, Grabarczyk M.",Molecules. 2020 Jul 21,,,,,,,
31352443,In vivo Change of Keratin-Bound Molecules in the Human Stratum Corneum following Exposure to Ultraviolet Radiation,"Yoon SH, Park JI, Lee JE, Myung CH, Hwang JS.",Skin Pharmacol Physiol. 2019,,,,,,,
30729561,Bowen disease with invasive mucin-secreting sweat gland differentiation: Report of a case and review of the literature,"DeCoste R, Moss P, Boutilier R, Walsh NMG.",J Cutan Pathol. 2019 Jun,,,,,,,
28263691,Moderate-Severe Vasomotor Symptoms Are Associated with Moderate-Severe Depressive Symptoms,"Worsley R, Bell RJ, Gartoulla P, Robinson PJ, Davis SR.",J Womens Health (Larchmt). 2017 Jul,,,,,,,
31975318,K31 as a novel marker for clear secretory cells in human eccrine sweat glands,"Du L, Zhang X, Chen L, Zhang L, Li H.",J Mol Histol. 2020 Feb,,,,,,,
32320359,"The Prevalence, Characteristics, and Prevention Status of Skin Injury Caused by Personal Protective Equipment Among Medical Staff in Fighting COVID-19: A Multicenter, Cross-Sectional Study","Jiang Q, Song S, Zhou J, Liu Y, Chen A, Bai Y, Wang J, Jiang Z, Zhang Y, Liu H, Hua J, Guo J, Han Q, Tang Y, Xue J.",Adv Wound Care (New Rochelle). 2020 Jul,,,,,,,
32890173,Analysis of Head and Neck Primary Cutaneous Mucinous Carcinoma: An Indolent Tumor of the Eccrine Sweat Glands,"Behbahani S, Pinto JO, Wassef D, Povolotskiy R, Paskhover B.",J Craniofac Surg. 2021 May 1,,,,,,,
27286885,Sweat pore reactivity as a surrogate measure of sympathetic nervous system activity in trauma-exposed individuals with and without posttraumatic stress disorder,"Familoni BO, Gregor KL, Dodson TS, Krzywicki AT, Lowery BN Jr, Orr SP, Suvak MK, Rasmusson AM.",Psychophysiology. 2016 Sep,,,,,,,
27003274,Back on the scent: the olfactory system in CNS demyelinating diseases,"Joseph A, DeLuca GC.",J Neurol Neurosurg Psychiatry. 2016 Oct,,,,,,,
37249367,Radiation-Induced Eccrine Squamous Syringometaplasia With Perineural Invasion,"Singh NS, Phillips MA, Buhle AC, Prickett K, Grider DJ.",Am J Dermatopathol. 2023 Jul 1,,,,,,,
37024404,Effectiveness of aroma-Tea Tree Oil and Eucalyptus oil in alleviating COVID-19 vaccine discomfort side effects,"Lee KW, Chang YY, Wu XF, Wang YC, Shen MH, Yeh C, Zheng ZF, Wang JJ.",Explore (NY). 2023 Sep-Oct,,,,,,,
33522957,Cutibacterium avidum resists surgical skin antisepsis in the groin-a potential risk factor for periprosthetic joint infection: a quality control study,"Maurer SM, Kursawe L, Rahm S, Prinz J, Zinkernagel AS, Moter A, Kuster SP, Zbinden R, Zingg PO, Achermann Y.",Antimicrob Resist Infect Control. 2021 Feb 1,,,,,,,
37591237,Fragrance allergens in cosmetic products marketed for children in Denmark,"Botvid S, Simonsen AB, Jørgensen C, Müller S, Kirkeby CS, Christensen AB, Johansen JD.",Contact Dermatitis. 2023 Nov,,,,,,,
28341613,Development and photoprotective effect of a sunscreen containing the antioxidants Spirulina and dimethylmethoxy chromanol on sun-induced skin damage,"Souza C, Campos PMBGM.",Eur J Pharm Sci. 2017 Jun 15,,,,,,,
23756597,Tubular spitz naevus mimicking eccrine spiradenoma,"Fujita Y, Aoyagi S, Tsujiwaki M, Homma E, Ujiie H, Fujita H, Hatanaka KC, Shimizu H.",Acta Derm Venereol. 2014 Jan,,,,,,,
31205944,Modified Suction-Assisted Cartilage Shaver for Axillary Osmidrosis,"Tseng YJ, Lee CH, Lin SH.",Biomed Res Int. 2019 May 8,,,,,,,
37095579,In situ forming injectable MSC-loaded GelMA hydrogels combined with PD for vascularized sweat gland regeneration,"Jirigala E, Yao B, Li Z, Zhang YJ, Zhang C, Liang LT, Zhang FL, Yuan XY, Duan XL, Song W, Zhang MD, Kong Y, Fu XB, Huang S.",Mil Med Res. 2023 Apr 25,,,,,,,
27045293,"The ""Buruli Score"": Development of a Multivariable Prediction Model for Diagnosis of Mycobacterium ulcerans Infection in Individuals with Ulcerative Skin Lesions, Akonolinga, Cameroon","Mueller YK, Bastard M, Nkemenang P, Comte E, Ehounou G, Eyangoh S, Rusch B, Tabah EN, Trellu LT, Etard JF.",PLoS Negl Trop Dis. 2016 Apr 5,,,,,,,
27298084,"Taste and smell function in testicular cancer survivors treated with cisplatin-based chemotherapy in relation to dietary intake, food preference, and body composition","IJpma I, Renken RJ, Gietema JA, Slart RH, Mensink MG, Lefrandt JD, Ter Horst GJ, Reyners AK.",Appetite. 2016 Oct 1,,,,,,,
28552016,Syringoid Eccrine Carcinoma of the Foot: Report of a Rare Cutaneous Adnexal Neoplasm,"Cho WC, Wagner B, Gulosh M, Elaba Z.",Int J Surg Pathol. 2017 Oct,,,,,,,
25546653,Structural and functional assessment of skin nerve fibres in small-fibre pathology,"Karlsson P, Nyengaard JR, Polydefkis M, Jensen TS.",Eur J Pain. 2015 Sep,,,,,,,
29951993,"Clinical manifestations, risk factors and quality of life in patients with pitted keratolysis: a cross-sectional study in cadets","Bunyaratavej S, Leeyaphan C, Chanyachailert P, Pattanaprichakul P, Ongsri P, Kulthanan K.",Br J Dermatol. 2018 Nov,,,,,,,
25091763,"A 62-year-old women with persistent severe asthma, skin rash, and eosinophilia","Lataifeh AR, Deas S, Shalin SC, Khasawneh KR.",Chest. 2014 Aug,,,,,,,
26225931,Effect of vaccination against gonadotropin-releasing hormone (GnRH) in heavy male pigs for Italian typical dry-cured ham production,"Pinna A, Schivazappa C, Virgili R, Parolari G.",Meat Sci. 2015 Dec,,,,,,,
26668298,Evaluation and Referral of Children With Signs of Early Puberty,"Kaplowitz P, Bloch C",,,,,,,,
31812735,"RIFM fragrance ingredient safety assessment, hydroxycitronellal dimethyl acetal, CAS Registry Number 141-92-4","Api AM, Belmonte F, Belsito D, Biserta S, Botelho D, Bruze M, Burton GA Jr, Buschmann J, Cancellieri MA, Dagli ML, Date M, Dekant W, Deodhar C, Fryer AD, Gadhia S, Jones L, Joshi K, Lapczynski A, Lavelle M, Liebler DC, Na M, O'Brien D, Patel A, Penning TM, Ritacco G, Rodriguez-Ropero F, Romine J, Sadekar N, Salvito D, Schultz TW, Sipes IG, Sullivan G, Thakkar Y, Tokura Y, Tsang S.",Food Chem Toxicol. 2019 Dec,,,,,,,
27714410,Role of CFTR in epithelial physiology,"Saint-Criq V, Gray MA.",Cell Mol Life Sci. 2017 Jan,,,,,,,
39302876,MXene-Fiber Composite Membranes for Permeable and Biocompatible Skin-Interfaced Iontronic Mechanosensing,"Cai Y, Shen J, Yang N, Chen Z, Wan Y, Chiang YH, Ee LY, Wang Y, Tung V, Han Y, Pinnau I, Huang KW, Li LJ, Dong X.",Nano Lett. 2024 Oct 2,,,,,,,
33355994,Botulinum toxin A as monotherapy for syringoma,"Zaldivar-Fujigaki JL, Achell Nava L.",J Cosmet Dermatol. 2021 May,,,,,,,
33465192,Palmoplantar eruption in a patient with mercury poisoning,"McNally MA, Jenkinson H, Narala S, Rogge M.",Cutis. 2020 Nov,,,,,,,
30890482,"RIFM fragrance ingredient safety assessment, p-dimethoxybenzene, CAS Registry Number 150-78-7","Api AM, Belsito D, Botelho D, Bruze M, Burton GA Jr, Buschmann J, Dagli ML, Date M, Dekant W, Deodhar C, Francis M, Fryer AD, Jones L, Joshi K, La Cava S, Lapczynski A, Liebler DC, O'Brien D, Patel A, Penning TM, Ritacco G, Romine J, Sadekar N, Salvito D, Schultz TW, Sipes IG, Sullivan G, Thakkar Y, Tokura Y, Tsang S.",Food Chem Toxicol. 2019 May 15,,,,,,,
26229016,Effects of nutritional status and cognitive ability on olfactory function in geriatric patients,"Jin SY, Jeong HS, Lee JW, Kwon KR, Rha KS, Kim YM.",Auris Nasus Larynx. 2016 Feb,,,,,,,
31233872,"RIFM Fragrance ingredient safety assessment, cis-3-hexenyl anthranilate, CAS Registry Number 65405-76-7","Api AM, Belsito D, Botelho D, Bruze M, Burton GA Jr, Buschmann J, Dagli ML, Date M, Dekant W, Deodhar C, Francis M, Fryer AD, Jones L, Joshi K, La Cava S, Lapczynski A, Liebler DC, O'Brien D, Patel A, Penning TM, Ritacco G, Romine J, Sadekar N, Salvito D, Schultz TW, Sipes IG, Sullivan G, Thakkar Y, Tokura Y, Tsang S.",Food Chem Toxicol. 2019 Aug,,,,,,,
33091557,"RIFM fragrance ingredient safety assessment, carbonic acid, 2-hydroxyethyl 5-methyl-2-(1-methylethyl)cyclohexyl ester, CAS registry number 156679-39-9","Api AM, Belsito D, Biserta S, Botelho D, Bruze M, Burton GA Jr, Buschmann J, Cancellieri MA, Dagli ML, Date M, Dekant W, Deodhar C, Fryer AD, Gadhia S, Jones L, Joshi K, Kumar M, Lapczynski A, Lavelle M, Lee I, Liebler DC, Moustakas H, Na M, Penning TM, Ritacco G, Romine J, Sadekar N, Schultz TW, Selechnik D, Siddiqi F, Sipes IG, Sullivan G, Thakkar Y, Tokura Y.",Food Chem Toxicol. 2020 Dec 15,,,,,,,
31622730,"RIFM fragrance ingredient safety assessment, ethyl 2-ethyl-3,6,6-trimethylcyclohexenecarboxylate, CAS Registry Number 94333-50-3","Api AM, Belmonte F, Belsito D, Biserta S, Botelho D, Bruze M, Burton GA Jr, Buschmann J, Cancellieri MA, Dagli ML, Date M, Dekant W, Deodhar C, Fryer AD, Gadhia S, Jones L, Joshi K, Lapczynski A, Lavelle M, Liebler DC, Na M, O'Brien D, Patel A, Penning TM, Ritacco G, Rodriguez-Ropero F, Romine J, Sadekar N, Salvito D, Schultz TW, Sipes IG, Sullivan G, Thakkar Y, Tokura Y, Tsang S.",Food Chem Toxicol. 2019 Dec,,,,,,,
28905996,Merkel cells and Meissner's corpuscles in human digital skin display Piezo2 immunoreactivity,"García-Mesa Y, García-Piqueras J, García B, Feito J, Cabo R, Cobo J, Vega JA, García-Suárez O.",J Anat. 2017 Dec,,,,,,,
26414534,Skin telocytes versus fibroblasts: two distinct dermal cell populations,"Kang Y, Zhu Z, Zheng Y, Wan W, Manole CG, Zhang Q.",J Cell Mol Med. 2015 Nov,,,,,,,
27245277,Specificity of granular IgM deposition in folliculosebaceous units and sweat gland apparatus in direct immunofluorescence (DIF) of lupus erythematosus,"Elbendary A, Zhou C, Valdebran M, Yu Y, Gad A, Kwon EJ, Elston DM.",J Am Acad Dermatol. 2016 Aug,,,,,,,
32197394,Proteomic and Ultrastructural Analysis of Cellulite-New Findings on an Old Topic,"Conti G, Zingaretti N, Amuso D, Dai Prè E, Brandi J, Cecconi D, Manfredi M, Marengo E, Boschi F, Riccio M, Amore R, Iorio EL, Busato A, De Francesco F, Riccio V, Parodi PC, Vaienti L, Sbarbati A.",Int J Mol Sci. 2020 Mar 18,,,,,,,
35917370,"Composition and Performance of Autologous Engineered Skin Substitutes for Repair or Regeneration of Excised, Full-Thickness Burns","Boyce ST, Kagan RJ.",J Burn Care Res. 2023 Jan 2,,,,,,,
29968365,Too big to be seen: Weight-based discrimination among nursing students,"Barra M, Singh Hernandez SS.",Nurs Forum. 2018 Oct,,,,,,,
35948755,Verrucous venous malformation with eccrine gland proliferation with Wilms tumor 1 protein positivity,"Suyama T, Ono Y, Yokoyama M, Nishimura T, Katagiri K.",Int J Dermatol. 2023 Sep,,,,,,,
34298962,Cd34+ Stromal Cells/Telocytes in Normal and Pathological Skin,"Díaz-Flores L, Gutiérrez R, García MP, González-Gómez M, Rodríguez-Rodriguez R, Hernández-León N, Díaz-Flores L Jr, Carrasco JL.",Int J Mol Sci. 2021 Jul 8,,,,,,,
35976025,Pachydermoperiostosis with Hearing Loss,"Singh D, Rawat R, Thakur V.",Skinmed. 2022 Aug 31,,,,,,,
27673387,Eccrine Duct Dilation as a Marker of Cicatricial Alopecia,"Tan T, Guitart J, Gerami P, Yazdan P.",Am J Dermatopathol. 2017 Sep,,,,,,,
27492422,Human eccrine sweat gland cells reconstitute polarized spheroids when subcutaneously implanted with Matrigel in nude mice,"Li H, Zhang M, Chen L, Li X, Zhang B.",J Mol Histol. 2016 Oct,,,,,,,
33201018,Trichilemmal Cysts With Divergent Ductal Differentiation: A Series of 4 Cases,"Khan I, Fraga GR, Dai H.",Am J Dermatopathol. 2021 Jul 1,,,,,,,
38153273,Cutaneous Horn Presentation in Porokeratotic Eccrine Ostial and Dermal Duct Nevus. A Brief Review and Case Report,"Cuartero-Castro G, Cid-García A, Téllez-Alvarado A, Gutiérrez-Quiroz CT.",Am J Dermatopathol. 2024 Mar 1,,,,,,,
30082561,Eccrine spiradenoma: A rare adnexal tumor,"Kanwaljeet S, Chatterjee T.",Indian J Cancer. 2017 Oct-Dec,,,,,,,
30484539,Dermoscopy of squamoid eccrine ductal carcinoma: an aid for early diagnosis,"Lobo-Jardim MM, Souza BCE, Kakizaki P, Valente NYS.",An Bras Dermatol. 2018 Nov/Dec,,,,,,,
33686662,"Glandular stem cells in the skin during development, homeostasis, wound repair and regeneration","Lin MJ, Lu CP.",Exp Dermatol. 2021 Apr,,,,,,,
31104462,Palmoplantar eccrine hidradenitis,"Torres-Navarro I, Llavador-Ros G, Évole-Buselli M.",Ital J Dermatol Venerol. 2021 Dec,,,,,,,
24528185,Correlation of optical coherence tomography and histology in microcystic adnexal carcinoma: a case report,"Alawi SA, Batz S, Röwert-Huber J, Fluhr JW, Lademann J, Ulrich M.",Skin Res Technol. 2015 Feb,,,,,,,
33910788,Differential diagnoses of pseudolymphomatous folliculitis: considerations as regards one case,"Mendoza Ramírez JB, Ayala D, Heald A, Moreno GYC.",BMJ Case Rep. 2021 Apr 28,,,,,,,
36323653,Complex sweat gland hamartoma: A case report,"Skopec Z, Berrebi KG, Stone M, Liu V.",J Cutan Pathol. 2023 Mar,,,,,,,
27655117,Reactive Eccrine Glands Hyperplasia in Vascular Proliferations,"Wang L, Gao T, Wang G.",Am J Dermatopathol. 2017 May,,,,,,,
35866909,NECTIN4 expression in sebaceous and sweat gland carcinoma,"Ito T, Hashimoto H, Tanaka Y, Tanegashima K, Murata M, Oda Y, Kaku-Ito Y.",Eur J Dermatol. 2022 Apr 1,,,,,,,
38608834,Genetic Variants Associated with Sweat Gland Phenotypes in 6210 Han Chinese Individuals,"Chen W, Li J, Xu K, Luo J, Wang M, Liu Y, Wang F, Du S, Xu W, Ge J, Li Y, Fu B, Tan J, Yang Y, Wang J, Xue X, Jin L, Yang Z, Liu F, Wang S.",J Invest Dermatol. 2024 Sep,,,,,,,
31669545,"RIFM fragrance ingredient safety assessment, γ-dodecalactone, CAS Registry Number 2305-05-7","Api AM, Belmonte F, Belsito D, Biserta S, Botelho D, Bruze M, Burton GA Jr, Buschmann J, Cancellieri MA, Dagli ML, Date M, Dekant W, Deodhar C, Fryer AD, Gadhia S, Jones L, Joshi K, Lapczynski A, Lavelle M, Liebler DC, Na M, O'Brien D, Patel A, Penning TM, Ritacco G, Rodriguez-Ropero F, Romine J, Sadekar N, Salvito D, Schultz TW, Sipes IG, Sullivan G, Thakkar Y, Tokura Y, Tsang S.",Food Chem Toxicol. 2019 Dec,,,,,,,
38829270,Primary cutaneous cribriform apocrine carcinoma: a dermatoscopic pitfall,"Astorino S, DI Nunno D, Monfrecola A, Ferrari A, Saponaro A, Catalano C, Troiani G, Laghi A.",Ital J Dermatol Venerol. 2024 Aug,,,,,,,
34845678,Recent advances in nanocarriers for nutrient delivery,"Gorantla S, Wadhwa G, Jain S, Sankar S, Nuwal K, Mahmood A, Dubey SK, Taliyan R, Kesharwani P, Singhvi G.",Drug Deliv Transl Res. 2022 Oct,,,,,,,
30568060,A Case with Unique Dermoscopic Findings: Collision of an Apocrine Gland Cyst and a Trichoblastoma,"Ito K, Ansai SI, Ogita A, Matsuda H, Saeki H.",J Nippon Med Sch. 2018,,,,,,,
31025737,Genetic analysis of digital papillary adenocarcinoma,Nishida H.,Br J Dermatol. 2019 May,,,,,,,
34590346,Pigmented apocrine hamartoma: A distinct and uncommon pigmented lesion with dendritic melanocytes and appraisal of terminology,"Kenny B, Zhao Y, Banerjee T, Osmond A.",J Cutan Pathol. 2022 Feb,,,,,,,
34716702,Papillary eccrine adenoma presenting as a cutaneous horn,"Abdelkader HA, Hamdan J, Elbendary A, Abdel-Halim MRE.",Int J Dermatol. 2022 Jul,,,,,,,
34314321,Squamoid Eccrine Ductal Carcinoma,"Svoboda SA, Rush PS, Garofola CJ, Grider DJ, Prickett KA, Phillips MA.",Cutis. 2021 Jun,,,,,,,
32824340,NECTIN4 Expression in Extramammary Paget's Disease: Implication of a New Therapeutic Target,"Murata M, Ito T, Tanaka Y, Kaku-Ito Y, Furue M.",Int J Mol Sci. 2020 Aug 16,,,,,,,
24602392,The effect of physical activity and body mass index on menopausal symptoms in Turkish women: a cross-sectional study in primary care,"Tan MN, Kartal M, Guldal D.",BMC Womens Health. 2014 Mar 6,,,,,,,
28925089,Lipofuscin deposition causes the pigmentation of apocrine hidrocystoma,"Kitamura S, Yanagi T, Imafuku K, Hata H, Shimizu H.",J Dermatol. 2018 Jan,,,,,,,
28677764,Serum is an indispensable factor in the maintenance of the biological characteristics of sweat gland cells,"Sun Q, Deng XM, Wang YL, Zhen YF, Li F, Chen RH, Liang HS, Zhang F, Qin MD, Zhang XG.",Mol Med Rep. 2017 Sep,,,,,,,
34935748,Endocrine Mucin-Producing Sweat Gland Carcinoma Treated With Mohs Micrographic Surgery,"Schafer CN, Hurst EA, Rosman IS, Council ML.",Dermatol Surg. 2022 Mar 1,,,,,,,
31256798,Snow Falling Sign in a Long-Standing Tumor,"Macías Del Toro E, Pérez González YC, Mendoza Cembranos MD.",Actas Dermosifiliogr (Engl Ed). 2019 Nov,,,,,,,
31330370,Yeast cells in double layer calcium alginate-chitosan microcapsules for sparkling wine production,"Benucci I, Cerreti M, Maresca D, Mauriello G, Esti M.",Food Chem. 2019 Dec 1,,,,,,,
33876452,"Removal of the fishy malodor from Bangia fusco-purpurea via fermentation of Saccharomyces cerevisiae, Acetobacter pasteurianus, and Lactobacillus plantarum","Du X, Xu Y, Jiang Z, Zhu Y, Li Z, Ni H, Chen F.",J Food Biochem. 2021 May,,,,,,,
28093664,Cell proliferation and differentiation during the three dimensional reconstitution of eccrine sweat glands,"Li X, Li H, Zhang M, Chen L, Zhang B.",J Mol Histol. 2017 Apr,,,,,,,
39008604,Clinical and morphological features of eccrine acrospiroma: analysis of literature data and case from practice,"Myroshnychenko MS, Sakal HO, Pasiyeshvili NM, Kapustnyk NV, Kucheriavchenko MO, Kotenko OE, Maistrenko IO, Sirenko VA.",Wiad Lek. 2024,,,,,,,
26269431,Multiple apocrine poromas: a new case report,"Nishioka M, Kunisada M, Fujiwara N, Oka M, Funasaka Y, Nishigori C.",J Cutan Pathol. 2015 Nov,,,,,,,
25270765,Atopic diathesis in hypohidrotic/anhidrotic ectodermal dysplasia,"Koguchi-Yoshioka H, Wataya-Kaneda M, Yutani M, Murota H, Nakano H, Sawamura D, Katayama I.",Acta Derm Venereol. 2015 Apr,,,,,,,
36332086,Primary eccrine carcinoma with polymorphous features in a 20-year-old man,"Xiao Z, Zhang J, Guo Y, Ji C.",Indian J Dermatol Venereol Leprol. 2022 Nov-Dec,,,,,,,
